timestamp,air_humidity,air_temperature,soil_moisture,minutes_left,urgency
2023-12-02 03:04:00,53.52,22.80,354.26,5415,NOT_NEEDED
2023-12-02 03:14:02,53.42,22.80,354.32,5405,NOT_NEEDED
2023-12-02 03:24:03,53.36,22.80,354.25,5395,NOT_NEEDED
2023-12-02 03:34:07,53.25,22.80,354.30,5385,NOT_NEEDED
2023-12-02 03:44:08,53.17,22.80,354.25,5375,NOT_NEEDED
2023-12-02 03:54:10,53.02,22.80,354.19,5365,NOT_NEEDED
2023-12-02 04:04:14,53.01,22.80,354.24,5355,NOT_NEEDED
2023-12-02 04:14:15,52.92,22.80,354.28,5345,NOT_NEEDED
2023-12-02 04:24:17,52.90,22.80,354.25,5334,NOT_NEEDED
2023-12-02 04:34:18,52.72,22.80,354.30,5324,NOT_NEEDED
2023-12-02 04:44:20,52.86,22.80,354.36,5314,NOT_NEEDED
2023-12-02 04:54:21,52.83,22.80,354.38,5304,NOT_NEEDED
2023-12-02 05:04:23,52.77,22.80,354.44,5294,NOT_NEEDED
2023-12-02 05:14:25,52.68,22.80,354.35,5284,NOT_NEEDED
2023-12-02 05:24:28,52.65,22.80,354.34,5274,NOT_NEEDED
2023-12-02 05:34:28,52.57,22.80,354.35,5264,NOT_NEEDED
2023-12-02 05:44:29,52.32,22.77,354.32,5254,NOT_NEEDED
2023-12-02 05:54:31,52.35,22.79,354.34,5244,NOT_NEEDED
2023-12-02 06:04:32,52.34,22.79,354.33,5234,NOT_NEEDED
2023-12-02 06:14:34,52.40,22.79,354.32,5224,NOT_NEEDED
2023-12-02 06:24:38,52.53,22.80,354.44,5214,NOT_NEEDED
2023-12-02 06:34:37,52.61,22.80,354.43,5204,NOT_NEEDED
2023-12-02 06:44:39,52.67,22.80,354.38,5194,NOT_NEEDED
2023-12-02 06:54:41,52.67,22.80,354.43,5184,NOT_NEEDED
2023-12-02 07:04:42,52.48,22.80,354.35,5174,NOT_NEEDED
2023-12-02 07:14:44,52.51,22.80,354.34,5164,NOT_NEEDED
2023-12-02 07:24:45,52.64,22.80,354.44,5154,NOT_NEEDED
2023-12-02 07:34:47,52.75,22.79,354.37,5144,NOT_NEEDED
2023-12-02 07:44:50,52.52,22.79,354.39,5134,NOT_NEEDED
2023-12-02 07:54:52,52.44,22.80,354.51,5124,NOT_NEEDED
2023-12-02 08:04:54,52.45,22.80,354.53,5114,NOT_NEEDED
2023-12-02 08:14:55,52.42,22.80,354.50,5104,NOT_NEEDED
2023-12-02 08:24:57,52.64,22.80,354.52,5094,NOT_NEEDED
2023-12-02 08:34:58,52.55,22.80,354.55,5084,NOT_NEEDED
2023-12-02 08:45:00,52.56,22.80,354.54,5074,NOT_NEEDED
2023-12-02 08:55:02,52.55,22.80,354.52,5064,NOT_NEEDED
2023-12-02 09:15:05,52.45,22.80,354.55,5044,NOT_NEEDED
2023-12-02 09:25:06,52.37,22.80,354.59,5034,NOT_NEEDED
2023-12-02 09:35:08,52.40,22.80,354.57,5024,NOT_NEEDED
2023-12-02 09:45:09,52.33,22.80,354.63,5014,NOT_NEEDED
2023-12-02 09:55:11,52.33,22.82,354.63,5004,NOT_NEEDED
2023-12-02 10:05:13,52.48,22.82,354.66,4994,NOT_NEEDED
2023-12-02 10:15:14,52.35,22.82,354.64,4984,NOT_NEEDED
2023-12-02 10:25:16,52.36,22.82,354.64,4974,NOT_NEEDED
2023-12-02 10:35:17,52.42,22.81,354.65,4964,NOT_NEEDED
2023-12-02 10:45:19,52.42,22.83,354.65,4953,NOT_NEEDED
2023-12-02 10:55:21,52.45,22.85,354.71,4943,NOT_NEEDED
2023-12-02 11:05:22,52.52,22.85,354.55,4933,NOT_NEEDED
2023-12-02 11:15:24,52.50,22.87,354.57,4923,NOT_NEEDED
2023-12-02 11:25:27,52.50,22.89,354.63,4913,NOT_NEEDED
2023-12-02 11:35:29,52.52,22.91,354.78,4903,NOT_NEEDED
2023-12-02 11:45:31,52.58,22.98,354.94,4893,NOT_NEEDED
2023-12-02 11:55:32,52.63,22.99,354.90,4883,NOT_NEEDED
2023-12-02 12:05:34,52.64,23.00,354.96,4873,NOT_NEEDED
2023-12-02 12:15:35,52.61,23.00,354.99,4863,NOT_NEEDED
2023-12-02 12:25:39,53.17,23.00,354.77,4853,NOT_NEEDED
2023-12-02 12:35:40,54.00,23.01,354.76,4843,NOT_NEEDED
2023-12-02 12:45:42,54.66,23.05,355.02,4833,NOT_NEEDED
2023-12-02 12:55:44,54.14,23.05,355.18,4823,NOT_NEEDED
2023-12-02 13:05:45,54.05,23.05,355.15,4813,NOT_NEEDED
2023-12-02 13:15:47,53.89,23.04,355.22,4803,NOT_NEEDED
2023-12-02 13:25:50,53.83,23.10,355.16,4793,NOT_NEEDED
2023-12-02 13:35:50,52.92,23.18,355.39,4783,NOT_NEEDED
2023-12-02 13:45:52,53.67,23.22,355.43,4773,NOT_NEEDED
2023-12-02 13:55:53,55.03,23.23,355.50,4763,NOT_NEEDED
2023-12-02 14:05:55,56.89,23.21,355.28,4753,NOT_NEEDED
2023-12-02 14:15:56,56.82,23.22,355.32,4743,NOT_NEEDED
2023-12-02 14:25:58,55.58,23.22,355.54,4733,NOT_NEEDED
2023-12-02 14:36:01,54.71,23.20,355.66,4723,NOT_NEEDED
2023-12-02 14:46:03,48.45,22.99,355.14,4713,NOT_NEEDED
2023-12-02 14:56:04,37.91,22.50,353.45,4703,NOT_NEEDED
2023-12-02 15:06:06,37.93,22.29,351.99,4693,NOT_NEEDED
2023-12-02 15:16:08,38.15,22.21,351.56,4683,NOT_NEEDED
2023-12-02 15:26:11,40.03,22.52,353.21,4673,NOT_NEEDED
2023-12-02 15:36:11,42.30,22.75,354.10,4663,NOT_NEEDED
2023-12-02 15:46:12,43.71,22.81,354.41,4653,NOT_NEEDED
2023-12-02 15:56:16,44.78,22.81,354.75,4643,NOT_NEEDED
2023-12-02 16:06:16,45.65,22.80,354.75,4633,NOT_NEEDED
2023-12-02 16:16:17,46.25,22.82,354.84,4623,NOT_NEEDED
2023-12-02 16:26:19,46.71,22.87,354.96,4612,NOT_NEEDED
2023-12-02 16:36:20,46.91,22.87,355.00,4602,NOT_NEEDED
2023-12-02 16:46:22,47.24,22.87,355.09,4592,NOT_NEEDED
2023-12-02 16:56:24,47.43,22.86,355.14,4582,NOT_NEEDED
2023-12-02 17:06:27,47.73,22.85,355.22,4572,NOT_NEEDED
2023-12-02 17:16:27,47.99,22.85,355.28,4562,NOT_NEEDED
2023-12-02 17:26:28,48.20,22.83,355.23,4552,NOT_NEEDED
2023-12-02 17:36:30,48.29,22.83,355.29,4542,NOT_NEEDED
2023-12-02 17:46:32,48.57,22.82,355.23,4532,NOT_NEEDED
2023-12-02 17:56:33,48.66,22.83,355.26,4522,NOT_NEEDED
2023-12-02 18:06:35,48.78,22.88,355.34,4512,NOT_NEEDED
2023-12-02 18:16:36,48.90,22.88,355.38,4502,NOT_NEEDED
2023-12-02 18:26:38,48.88,22.88,355.42,4492,NOT_NEEDED
2023-12-02 18:36:40,48.94,22.88,355.54,4482,NOT_NEEDED
2023-12-02 18:46:41,48.99,22.87,355.49,4472,NOT_NEEDED
2023-12-02 18:56:43,49.03,22.88,355.44,4462,NOT_NEEDED
2023-12-02 19:06:45,49.15,22.86,355.45,4452,NOT_NEEDED
2023-12-02 19:16:46,49.34,22.86,355.51,4442,NOT_NEEDED
2023-12-02 19:26:48,49.20,22.85,355.43,4432,NOT_NEEDED
2023-12-02 19:36:51,49.30,22.85,355.51,4422,NOT_NEEDED
2023-12-02 19:46:53,49.36,22.89,355.56,4412,NOT_NEEDED
2023-12-02 19:56:57,49.45,22.90,355.57,4402,NOT_NEEDED
2023-12-02 20:06:58,49.38,22.90,355.68,4392,NOT_NEEDED
2023-12-02 20:17:00,49.32,22.90,355.73,4382,NOT_NEEDED
2023-12-02 20:27:01,49.64,22.93,355.55,4372,NOT_NEEDED
2023-12-02 20:37:03,50.59,23.07,355.48,4362,NOT_NEEDED
2023-12-02 20:47:05,50.52,23.10,355.65,4352,NOT_NEEDED
2023-12-02 20:57:06,50.35,23.18,355.92,4342,NOT_NEEDED
2023-12-02 21:07:08,50.32,23.20,356.03,4332,NOT_NEEDED
2023-12-02 21:17:10,50.29,23.23,356.19,4322,NOT_NEEDED
2023-12-02 21:27:11,50.22,23.30,356.20,4312,SOON
2023-12-02 21:37:13,49.93,23.34,356.40,4302,SOON
2023-12-02 21:47:14,50.10,23.38,356.59,4292,SOON
2023-12-02 21:57:16,50.09,23.39,356.55,4282,SOON
2023-12-02 22:07:18,50.12,23.40,356.56,4271,SOON
2023-12-02 22:17:19,49.87,23.40,356.63,4261,SOON
2023-12-02 22:27:21,49.79,23.40,356.75,4251,SOON
2023-12-02 22:37:23,49.69,23.40,356.70,4241,SOON
2023-12-02 22:47:24,49.42,23.38,356.60,4231,SOON
2023-12-02 22:57:26,49.24,23.35,356.51,4221,SOON
2023-12-02 23:07:27,49.25,23.36,356.61,4211,SOON
2023-12-02 23:17:31,49.06,23.38,356.72,4201,SOON
2023-12-02 23:27:33,48.89,23.38,356.73,4191,SOON
2023-12-02 23:37:34,48.91,23.38,356.77,4181,SOON
2023-12-02 23:47:36,48.71,23.37,356.74,4171,SOON
2023-12-02 23:57:37,48.76,23.35,356.74,4161,SOON
2023-12-03 00:07:39,48.70,23.36,356.72,4151,SOON
2023-12-03 00:17:41,48.63,23.32,356.68,4141,SOON
2023-12-03 00:27:42,49.04,23.30,356.54,4131,SOON
2023-12-03 00:37:44,49.13,23.30,356.50,4121,SOON
2023-12-03 00:47:46,49.11,23.30,356.74,4111,SOON
2023-12-03 00:57:47,49.05,23.28,356.86,4101,SOON
2023-12-03 01:07:49,49.17,23.21,356.83,4091,SOON
2023-12-03 01:17:50,49.32,23.20,356.78,4081,SOON
2023-12-03 01:27:52,49.36,23.20,356.83,4071,SOON
2023-12-03 01:37:54,49.30,23.20,356.77,4061,SOON
2023-12-03 01:47:55,49.37,23.20,356.84,4051,SOON
2023-12-03 01:57:59,49.56,23.19,356.81,4041,SOON
2023-12-03 02:07:58,49.50,23.20,356.58,4031,SOON
2023-12-03 02:18:00,49.44,23.20,356.77,4021,SOON
2023-12-03 02:28:02,49.39,23.20,356.69,4011,SOON
2023-12-03 02:38:03,49.37,23.20,356.68,4001,SOON
2023-12-03 02:48:05,49.56,23.19,356.72,3991,SOON
2023-12-03 02:58:07,49.73,23.19,356.76,3981,SOON
2023-12-03 03:08:08,49.61,23.18,356.87,3971,SOON
2023-12-03 03:18:10,49.49,23.17,356.95,3961,SOON
2023-12-03 03:28:11,49.60,23.16,357.02,3951,SOON
2023-12-03 03:38:13,49.59,23.17,356.92,3941,SOON
2023-12-03 03:48:15,49.60,23.19,356.93,3931,SOON
2023-12-03 03:58:16,49.59,23.20,357.10,3921,SOON
2023-12-03 04:08:18,49.56,23.20,357.14,3910,SOON
2023-12-03 04:18:19,49.68,23.19,357.12,3900,SOON
2023-12-03 04:28:21,49.76,23.17,357.02,3890,SOON
2023-12-03 04:38:23,49.77,23.18,357.08,3880,SOON
2023-12-03 04:48:24,49.84,23.17,357.11,3870,SOON
2023-12-03 04:58:26,49.86,23.15,357.13,3860,SOON
2023-12-03 05:08:27,49.77,23.16,357.19,3850,SOON
2023-12-03 05:18:29,49.89,23.19,357.12,3840,SOON
2023-12-03 05:28:33,49.89,23.20,357.10,3830,SOON
2023-12-03 05:38:32,49.82,23.20,357.24,3820,SOON
2023-12-03 05:48:34,49.88,23.20,357.26,3810,SOON
2023-12-03 05:58:36,49.92,23.20,357.31,3800,SOON
2023-12-03 06:08:37,49.73,23.20,357.28,3790,SOON
2023-12-03 06:18:39,49.80,23.20,357.31,3780,SOON
2023-12-03 06:28:40,49.90,23.19,357.35,3770,SOON
2023-12-03 06:38:42,49.93,23.19,357.34,3760,SOON
2023-12-03 06:48:44,49.87,23.19,357.49,3750,SOON
2023-12-03 06:58:45,50.06,23.20,357.48,3740,SOON
2023-12-03 07:08:47,50.00,23.20,357.52,3730,SOON
2023-12-03 07:18:49,50.01,23.20,357.49,3720,SOON
2023-12-03 07:28:50,50.02,23.20,357.58,3710,SOON
2023-12-03 07:38:52,50.00,23.20,357.53,3700,SOON
2023-12-03 07:48:53,50.04,23.19,357.57,3690,SOON
2023-12-03 07:58:55,50.13,23.19,357.51,3680,SOON
2023-12-03 08:08:57,50.09,23.18,357.59,3670,SOON
2023-12-03 08:18:58,49.95,23.18,357.61,3660,SOON
2023-12-03 08:29:00,50.05,23.18,357.62,3650,SOON
2023-12-03 08:39:01,50.11,23.19,357.75,3640,SOON
2023-12-03 08:49:03,50.21,23.20,357.67,3630,SOON
2023-12-03 08:59:05,50.37,23.20,357.76,3620,SOON
2023-12-03 09:09:06,50.39,23.20,357.88,3610,SOON
2023-12-03 09:19:08,50.37,23.20,357.72,3600,SOON
2023-12-03 09:29:09,50.80,23.20,357.56,3590,SOON
2023-12-03 09:39:13,50.75,23.21,357.41,3580,SOON
2023-12-03 09:49:15,50.92,23.21,357.53,3570,SOON
2023-12-03 09:59:16,51.04,23.22,357.70,3560,SOON
2023-12-03 10:09:18,52.28,23.25,357.54,3549,SOON
2023-12-03 10:19:19,52.63,23.25,357.92,3539,SOON
2023-12-03 10:29:21,53.16,23.37,358.13,3529,SOON
2023-12-03 10:39:23,53.68,23.48,358.27,3519,SOON
2023-12-03 10:49:24,54.14,23.53,358.26,3509,SOON
2023-12-03 10:59:26,54.19,23.61,358.26,3499,SOON
2023-12-03 11:09:27,53.90,23.62,358.37,3489,SOON
2023-12-03 11:19:29,54.11,23.60,358.41,3479,SOON
2023-12-03 11:29:30,54.12,23.60,358.25,3469,SOON
2023-12-03 11:39:32,54.13,23.60,358.27,3459,SOON
2023-12-03 11:49:34,53.82,23.60,358.48,3449,SOON
2023-12-03 11:59:35,54.47,23.54,359.40,3439,SOON
2023-12-03 12:09:37,55.13,23.52,360.09,3429,SOON
2023-12-03 12:19:38,55.10,23.52,360.02,3419,SOON
2023-12-03 12:29:42,54.93,23.52,360.03,3409,SOON
2023-12-03 12:39:43,54.75,23.51,360.20,3399,SOON
2023-12-03 12:49:45,54.36,23.50,360.00,3389,SOON
2023-12-03 12:59:47,54.32,23.50,360.07,3379,SOON
2023-12-03 13:09:48,54.42,23.50,360.15,3369,SOON
2023-12-03 13:19:50,54.33,23.50,360.05,3359,SOON
2023-12-03 13:29:53,54.03,23.49,359.87,3349,SOON
2023-12-03 13:39:53,54.06,23.47,359.84,3339,SOON
2023-12-03 13:49:54,53.85,23.48,359.74,3329,SOON
2023-12-03 13:59:56,53.65,23.50,359.87,3319,SOON
2023-12-03 14:09:58,53.32,23.50,360.11,3309,SOON
2023-12-03 14:19:59,53.06,23.48,360.21,3299,SOON
2023-12-03 14:30:01,52.82,23.47,359.68,3289,SOON
2023-12-03 14:40:02,52.63,23.45,359.40,3279,SOON
2023-12-03 14:50:04,52.62,23.45,359.37,3269,SOON
2023-12-03 15:00:06,52.60,23.45,359.26,3259,SOON
2023-12-03 15:10:07,52.75,23.43,359.40,3249,SOON
2023-12-03 15:20:11,52.58,23.45,359.64,3239,SOON
2023-12-03 15:30:10,52.57,23.47,359.74,3229,SOON
2023-12-03 15:40:12,52.38,23.45,359.82,3219,SOON
2023-12-03 15:50:14,52.32,23.44,359.84,3209,SOON
2023-12-03 16:00:15,52.04,23.50,360.29,3199,SOON
2023-12-03 16:10:19,52.10,23.50,360.45,3188,SOON
2023-12-03 16:20:18,52.48,23.48,360.40,3178,SOON
2023-12-03 16:30:20,51.85,23.41,360.21,3168,SOON
2023-12-03 16:40:22,51.71,23.40,360.28,3158,SOON
2023-12-03 16:50:23,51.49,23.40,360.31,3148,SOON
2023-12-03 17:00:25,51.66,23.40,360.33,3138,SOON
2023-12-03 17:10:26,50.92,23.40,359.79,3128,SOON
2023-12-03 17:20:28,51.25,23.39,360.09,3118,SOON
2023-12-03 17:30:32,51.50,23.37,359.95,3108,SOON
2023-12-03 17:40:31,51.26,23.34,360.03,3098,SOON
2023-12-03 17:50:33,51.13,23.30,359.71,3088,SOON
2023-12-03 18:00:34,51.25,23.32,359.57,3078,SOON
2023-12-03 18:10:36,51.11,23.32,359.63,3068,SOON
2023-12-03 18:20:38,50.81,23.36,359.95,3058,SOON
2023-12-03 18:30:39,50.51,23.40,359.95,3048,SOON
2023-12-03 18:40:41,50.62,23.39,360.04,3038,SOON
2023-12-03 18:50:42,50.77,23.38,360.19,3028,SOON
2023-12-03 19:00:44,50.62,23.37,360.29,3018,SOON
2023-12-03 19:10:46,50.79,23.37,360.28,3008,SOON
2023-12-03 19:20:47,50.28,23.40,360.41,2998,SOON
2023-12-03 19:30:49,50.45,23.42,360.48,2988,SOON
2023-12-03 19:40:50,50.11,23.54,360.77,2978,SOON
2023-12-03 19:50:52,50.43,23.69,360.88,2968,SOON
2023-12-03 20:00:54,50.93,23.62,360.90,2958,SOON
2023-12-03 20:10:57,50.83,23.61,360.99,2948,SOON
2023-12-03 20:20:59,50.73,23.57,360.88,2938,SOON
2023-12-03 20:31:03,50.54,23.54,360.95,2928,SOON
2023-12-03 20:41:02,50.56,23.50,360.85,2918,SOON
2023-12-03 20:51:04,50.17,23.50,360.84,2908,SOON
2023-12-03 21:01:06,50.05,23.50,360.81,2898,SOON
2023-12-03 21:11:09,49.98,23.50,360.89,2888,SOON
2023-12-03 21:21:11,49.58,23.50,360.89,2878,SOON
2023-12-03 21:31:10,49.71,23.50,360.93,2868,SOON
2023-12-03 21:41:12,49.66,23.50,360.94,2858,SOON
2023-12-03 21:51:14,49.24,23.50,360.88,2848,SOON
2023-12-03 22:01:15,49.51,23.50,361.00,2838,SOON
2023-12-03 22:11:17,49.79,23.50,360.97,2827,SOON
2023-12-03 22:21:19,49.69,23.46,361.05,2817,SOON
2023-12-03 22:31:20,49.37,23.43,360.93,2807,SOON
2023-12-03 22:41:22,49.00,23.41,360.94,2797,SOON
2023-12-03 22:51:23,48.83,23.40,360.87,2787,SOON
2023-12-03 23:01:27,48.56,23.40,360.85,2777,SOON
2023-12-03 23:11:29,48.91,23.41,360.94,2767,SOON
2023-12-03 23:21:32,48.70,23.44,361.14,2757,SOON
2023-12-03 23:31:34,48.40,23.44,361.26,2747,SOON
2023-12-03 23:41:36,48.28,23.41,361.07,2737,SOON
2023-12-03 23:51:37,48.34,23.40,361.12,2727,SOON
